,location,truth_date,year_week,value,data_source
181,AT,2017/10/8,2017-W40,289.1,ERVISS
180,AT,2017/10/15,2017-W41,616.3,ERVISS
179,AT,2017/10/22,2017-W42,552.6,ERVISS
178,AT,2017/10/29,2017-W43,508.1,ERVISS
177,AT,2017/11/5,2017-W44,430.3,ERVISS
176,AT,2017/11/12,2017-W45,688.9,ERVISS
175,AT,2017/11/19,2017-W46,594.9,ERVISS
174,AT,2017/11/26,2017-W47,614.0,ERVISS
173,AT,2017/12/3,2017-W48,654.4,ERVISS
172,AT,2017/12/10,2017-W49,628.1,ERVISS
171,AT,2017/12/17,2017-W50,806.4,ERVISS
170,AT,2017/12/24,2017-W51,849.8,ERVISS
169,AT,2017/12/31,2017-W52,483.4,ERVISS
168,AT,2018/1/7,2018-W01,944.2,ERVISS
167,AT,2018/1/14,2018-W02,1014.7,ERVISS
166,AT,2018/1/21,2018-W03,1152.2,ERVISS
165,AT,2018/1/28,2018-W04,1357.8,ERVISS
164,AT,2018/2/4,2018-W05,1497.2,ERVISS
163,AT,2018/2/11,2018-W06,1729.8,ERVISS
162,AT,2018/2/18,2018-W07,1792.9,ERVISS
161,AT,2018/2/25,2018-W08,1480.5,ERVISS
160,AT,2018/3/4,2018-W09,1428.7,ERVISS
159,AT,2018/3/11,2018-W10,1331.2,ERVISS
158,AT,2018/3/18,2018-W11,938.0,ERVISS
157,AT,2018/3/25,2018-W12,812.0,ERVISS
156,AT,2018/4/1,2018-W13,639.5,ERVISS
155,AT,2018/4/8,2018-W14,221.4,ERVISS
153,AT,2018/10/7,2018-W40,439.5,ERVISS
152,AT,2018/10/14,2018-W41,439.4,ERVISS
151,AT,2018/10/21,2018-W42,602.7,ERVISS
150,AT,2018/10/28,2018-W43,459.8,ERVISS
149,AT,2018/11/4,2018-W44,490.7,ERVISS
148,AT,2018/11/11,2018-W45,654.2,ERVISS
147,AT,2018/11/18,2018-W46,697.1,ERVISS
146,AT,2018/11/25,2018-W47,763.8,ERVISS
145,AT,2018/12/2,2018-W48,707.2,ERVISS
144,AT,2018/12/9,2018-W49,654.5,ERVISS
143,AT,2018/12/16,2018-W50,686.3,ERVISS
142,AT,2018/12/23,2018-W51,772.1,ERVISS
141,AT,2019/1/13,2019-W02,786.9,ERVISS
140,AT,2019/1/20,2019-W03,855.4,ERVISS
139,AT,2019/1/27,2019-W04,1022.4,ERVISS
138,AT,2019/2/3,2019-W05,1264.8,ERVISS
137,AT,2019/2/10,2019-W06,1367.1,ERVISS
136,AT,2019/2/17,2019-W07,1209.2,ERVISS
135,AT,2019/2/24,2019-W08,1156.0,ERVISS
134,AT,2019/3/3,2019-W09,1122.3,ERVISS
133,AT,2019/3/10,2019-W10,947.8,ERVISS
132,AT,2019/3/17,2019-W11,702.9,ERVISS
131,AT,2019/3/24,2019-W12,618.3,ERVISS
130,AT,2019/3/31,2019-W13,560.7,ERVISS
129,AT,2019/4/7,2019-W14,352.5,ERVISS
26,AT,2023/10/8,2023-W40,1467.7,ERVISS
25,AT,2023/10/15,2023-W41,1968.7,ERVISS
24,AT,2023/10/22,2023-W42,2114.8,ERVISS
23,AT,2023/10/29,2023-W43,2094.0,ERVISS
22,AT,2023/11/5,2023-W44,2090.6,ERVISS
21,AT,2023/11/12,2023-W45,2248.4,ERVISS
20,AT,2023/11/19,2023-W46,2184.9,ERVISS
19,AT,2023/11/26,2023-W47,2778.6,ERVISS
18,AT,2023/12/3,2023-W48,2395.5,ERVISS
17,AT,2023/12/10,2023-W49,2834.0,ERVISS
16,AT,2023/12/17,2023-W50,3242.5,ERVISS
15,AT,2023/12/24,2023-W51,3209.8,ERVISS
14,AT,2023/12/31,2023-W52,2238.3,ERVISS
13,AT,2024/1/7,2024-W01,2420.4,ERVISS
12,AT,2024/1/14,2024-W02,2343.0,ERVISS
11,AT,2024/1/21,2024-W03,2156.0,ERVISS
10,AT,2024/1/28,2024-W04,3180.1,ERVISS
9,AT,2024/2/4,2024-W05,3161.0,ERVISS
8,AT,2024/2/11,2024-W06,3595.8,ERVISS
7,AT,2024/2/18,2024-W07,2634.8,ERVISS
6,AT,2024/2/25,2024-W08,1945.2,ERVISS
5,AT,2024/3/3,2024-W09,2338.0,ERVISS
4,AT,2024/3/10,2024-W10,1790.0,ERVISS
3,AT,2024/3/17,2024-W11,1798.0,ERVISS
2,AT,2024/3/24,2024-W12,2179.8,ERVISS
1,AT,2024/3/31,2024-W13,1629.1,ERVISS
0,AT,2024/4/7,2024-W14,1512.6,ERVISS
625,BE,2017/10/8,2017-W40,10.5,ERVISS
624,BE,2017/10/15,2017-W41,20.6,ERVISS
623,BE,2017/10/22,2017-W42,11.5,ERVISS
622,BE,2017/10/29,2017-W43,20.6,ERVISS
621,BE,2017/11/5,2017-W44,9.0,ERVISS
620,BE,2017/11/12,2017-W45,13.6,ERVISS
619,BE,2017/11/19,2017-W46,18.9,ERVISS
618,BE,2017/11/26,2017-W47,23.8,ERVISS
617,BE,2017/12/3,2017-W48,29.6,ERVISS
616,BE,2017/12/10,2017-W49,36.5,ERVISS
615,BE,2017/12/17,2017-W50,43.8,ERVISS
614,BE,2017/12/24,2017-W51,52.9,ERVISS
613,BE,2017/12/31,2017-W52,60.7,ERVISS
612,BE,2018/1/7,2018-W01,94.5,ERVISS
611,BE,2018/1/14,2018-W02,176.4,ERVISS
610,BE,2018/1/21,2018-W03,244.4,ERVISS
609,BE,2018/1/28,2018-W04,317.8,ERVISS
608,BE,2018/2/4,2018-W05,410.3,ERVISS
607,BE,2018/2/11,2018-W06,565.1,ERVISS
606,BE,2018/2/18,2018-W07,549.2,ERVISS
605,BE,2018/2/25,2018-W08,606.6,ERVISS
604,BE,2018/3/4,2018-W09,615.0,ERVISS
603,BE,2018/3/11,2018-W10,718.6,ERVISS
602,BE,2018/3/18,2018-W11,538.1,ERVISS
601,BE,2018/3/25,2018-W12,333.2,ERVISS
600,BE,2018/4/1,2018-W13,197.8,ERVISS
599,BE,2018/4/8,2018-W14,68.7,ERVISS
573,BE,2018/10/7,2018-W40,10.0,ERVISS
572,BE,2018/10/14,2018-W41,18.0,ERVISS
571,BE,2018/10/21,2018-W42,17.0,ERVISS
570,BE,2018/10/28,2018-W43,28.5,ERVISS
569,BE,2018/11/4,2018-W44,18.3,ERVISS
568,BE,2018/11/11,2018-W45,37.2,ERVISS
567,BE,2018/11/18,2018-W46,19.8,ERVISS
566,BE,2018/11/25,2018-W47,21.1,ERVISS
565,BE,2018/12/2,2018-W48,42.7,ERVISS
564,BE,2018/12/9,2018-W49,42.7,ERVISS
563,BE,2018/12/16,2018-W50,38.1,ERVISS
562,BE,2018/12/23,2018-W51,34.5,ERVISS
561,BE,2018/12/30,2018-W52,18.2,ERVISS
560,BE,2019/1/6,2019-W01,46.6,ERVISS
559,BE,2019/1/13,2019-W02,62.5,ERVISS
558,BE,2019/1/20,2019-W03,96.3,ERVISS
557,BE,2019/1/27,2019-W04,209.1,ERVISS
556,BE,2019/2/3,2019-W05,365.3,ERVISS
555,BE,2019/2/10,2019-W06,667.6,ERVISS
554,BE,2019/2/17,2019-W07,741.2,ERVISS
553,BE,2019/2/24,2019-W08,658.2,ERVISS
552,BE,2019/3/3,2019-W09,403.3,ERVISS
551,BE,2019/3/10,2019-W10,290.5,ERVISS
550,BE,2019/3/17,2019-W11,168.8,ERVISS
549,BE,2019/3/24,2019-W12,77.5,ERVISS
548,BE,2019/3/31,2019-W13,55.4,ERVISS
547,BE,2019/4/7,2019-W14,38.6,ERVISS
312,BE,2023/10/8,2023-W40,176.7,ERVISS
311,BE,2023/10/15,2023-W41,168.0,ERVISS
310,BE,2023/10/22,2023-W42,179.6,ERVISS
309,BE,2023/10/29,2023-W43,135.6,ERVISS
308,BE,2023/11/5,2023-W44,173.7,ERVISS
307,BE,2023/11/12,2023-W45,209.2,ERVISS
306,BE,2023/11/19,2023-W46,206.9,ERVISS
305,BE,2023/11/26,2023-W47,252.5,ERVISS
304,BE,2023/12/3,2023-W48,276.3,ERVISS
303,BE,2023/12/10,2023-W49,296.7,ERVISS
302,BE,2023/12/17,2023-W50,466.9,ERVISS
301,BE,2023/12/24,2023-W51,533.4,ERVISS
300,BE,2023/12/31,2023-W52,191.8,ERVISS
299,BE,2024/1/7,2024-W01,264.1,ERVISS
298,BE,2024/1/14,2024-W02,366.0,ERVISS
297,BE,2024/1/21,2024-W03,395.9,ERVISS
296,BE,2024/1/28,2024-W04,787.6,ERVISS
295,BE,2024/2/4,2024-W05,732.3,ERVISS
294,BE,2024/2/11,2024-W06,701.2,ERVISS
293,BE,2024/2/18,2024-W07,350.4,ERVISS
292,BE,2024/2/25,2024-W08,416.2,ERVISS
291,BE,2024/3/3,2024-W09,287.1,ERVISS
290,BE,2024/3/10,2024-W10,154.0,ERVISS
289,BE,2024/3/17,2024-W11,191.4,ERVISS
288,BE,2024/3/24,2024-W12,93.9,ERVISS
287,BE,2024/3/31,2024-W13,118.1,ERVISS
286,BE,2024/4/7,2024-W14,120.6,ERVISS
10607,CH,2023/10/8,2023-W40,31.8248361,FluID
10608,CH,2023/10/15,2023-W41,36.7416759,FluID
10609,CH,2023/10/22,2023-W42,48.47388946,FluID
10610,CH,2023/10/29,2023-W43,64.41112702,FluID
10611,CH,2023/11/5,2023-W44,50.92668376,FluID
10612,CH,2023/11/12,2023-W45,70.40465363,FluID
10613,CH,2023/11/19,2023-W46,72.96811855,FluID
10614,CH,2023/11/26,2023-W47,74.45764375,FluID
10615,CH,2023/12/3,2023-W48,89.9110354,FluID
10616,CH,2023/12/10,2023-W49,77.47328973,FluID
10617,CH,2023/12/17,2023-W50,91.03777513,FluID
10618,CH,2023/12/24,2023-W51,93.51284603,FluID
10619,CH,2023/12/31,2023-W52,76.11337433,FluID
10620,CH,2024/1/7,2024-W01,68.41785629,FluID
10621,CH,2024/1/14,2024-W02,106.9409208,FluID
10622,CH,2024/1/21,2024-W03,126.5518347,FluID
10623,CH,2024/1/28,2024-W04,133.6727459,FluID
10624,CH,2024/2/4,2024-W05,155.0839552,FluID
10625,CH,2024/2/11,2024-W06,148.6785451,FluID
10626,CH,2024/2/18,2024-W07,87.23843936,FluID
10627,CH,2024/2/25,2024-W08,103.2365244,FluID
10628,CH,2024/3/3,2024-W09,76.08837608,FluID
10629,CH,2024/3/10,2024-W10,71.13434465,FluID
10630,CH,2024/3/17,2024-W11,54.86059124,FluID
10631,CH,2024/3/24,2024-W12,46.36525388,FluID
10632,CH,2024/3/31,2024-W13,43.92232959,FluID
10633,CH,2024/4/7,2024-W14,46.07251345,FluID
1195,CY,2017/10/8,2017-W40,900.0,ERVISS
1194,CY,2017/10/15,2017-W41,900.0,ERVISS
1193,CY,2017/10/22,2017-W42,1100.0,ERVISS
1192,CY,2017/10/29,2017-W43,600.0,ERVISS
1191,CY,2017/11/5,2017-W44,500.0,ERVISS
1190,CY,2017/11/12,2017-W45,0.0,ERVISS
1189,CY,2017/11/19,2017-W46,0.0,ERVISS
1188,CY,2017/11/26,2017-W47,0.0,ERVISS
1187,CY,2017/12/3,2017-W48,0.0,ERVISS
1186,CY,2017/12/10,2017-W49,200.0,ERVISS
1185,CY,2017/12/17,2017-W50,0.0,ERVISS
1184,CY,2017/12/24,2017-W51,0.0,ERVISS
1183,CY,2017/12/31,2017-W52,0.0,ERVISS
1182,CY,2018/1/7,2018-W01,3700.0,ERVISS
1181,CY,2018/1/14,2018-W02,1900.0,ERVISS
1180,CY,2018/1/21,2018-W03,3600.0,ERVISS
1179,CY,2018/1/28,2018-W04,2100.0,ERVISS
1178,CY,2018/2/4,2018-W05,7700.0,ERVISS
1177,CY,2018/2/11,2018-W06,9400.0,ERVISS
1176,CY,2018/2/18,2018-W07,5100.0,ERVISS
1175,CY,2018/2/25,2018-W08,3800.0,ERVISS
1174,CY,2018/3/4,2018-W09,4200.0,ERVISS
1173,CY,2018/3/11,2018-W10,2300.0,ERVISS
1172,CY,2018/3/18,2018-W11,2000.0,ERVISS
1171,CY,2018/3/25,2018-W12,2800.0,ERVISS
1170,CY,2018/4/1,2018-W13,2600.0,ERVISS
1169,CY,2018/4/8,2018-W14,1400.0,ERVISS
1144,CY,2018/10/7,2018-W40,2400.0,ERVISS
1143,CY,2018/10/14,2018-W41,2100.0,ERVISS
1142,CY,2018/10/21,2018-W42,400.0,ERVISS
1141,CY,2018/10/28,2018-W43,1200.0,ERVISS
1140,CY,2018/11/4,2018-W44,1400.0,ERVISS
1139,CY,2018/11/11,2018-W45,1100.0,ERVISS
1138,CY,2018/11/18,2018-W46,1500.0,ERVISS
1137,CY,2018/11/25,2018-W47,4900.0,ERVISS
1136,CY,2018/12/2,2018-W48,1600.0,ERVISS
1135,CY,2018/12/9,2018-W49,1700.0,ERVISS
1134,CY,2018/12/16,2018-W50,1000.0,ERVISS
1133,CY,2018/12/23,2018-W51,6400.0,ERVISS
1132,CY,2018/12/30,2018-W52,0.0,ERVISS
1131,CY,2019/1/6,2019-W01,5600.0,ERVISS
1130,CY,2019/1/13,2019-W02,3200.0,ERVISS
1129,CY,2019/1/20,2019-W03,8100.0,ERVISS
1128,CY,2019/1/27,2019-W04,8500.0,ERVISS
1127,CY,2019/2/3,2019-W05,8500.0,ERVISS
1126,CY,2019/2/10,2019-W06,7900.0,ERVISS
1125,CY,2019/2/17,2019-W07,4800.0,ERVISS
1124,CY,2019/2/24,2019-W08,3100.0,ERVISS
1123,CY,2019/3/3,2019-W09,2900.0,ERVISS
1122,CY,2019/3/10,2019-W10,3000.0,ERVISS
1121,CY,2019/3/17,2019-W11,200.0,ERVISS
1120,CY,2019/3/24,2019-W12,3200.0,ERVISS
1119,CY,2019/3/31,2019-W13,2600.0,ERVISS
1118,CY,2019/4/7,2019-W14,500.0,ERVISS
1712,CZ,2017/10/8,2017-W40,14.8,ERVISS
1711,CZ,2017/10/15,2017-W41,16.5,ERVISS
1710,CZ,2017/10/22,2017-W42,15.0,ERVISS
1709,CZ,2017/10/29,2017-W43,13.8,ERVISS
1708,CZ,2017/11/5,2017-W44,15.5,ERVISS
1707,CZ,2017/11/12,2017-W45,16.1,ERVISS
1706,CZ,2017/11/19,2017-W46,14.3,ERVISS
1705,CZ,2017/11/26,2017-W47,19.2,ERVISS
1704,CZ,2017/12/3,2017-W48,22.2,ERVISS
1703,CZ,2017/12/10,2017-W49,24.2,ERVISS
1702,CZ,2017/12/17,2017-W50,27.6,ERVISS
1701,CZ,2017/12/24,2017-W51,21.4,ERVISS
1700,CZ,2017/12/31,2017-W52,12.8,ERVISS
1699,CZ,2018/1/7,2018-W01,21.5,ERVISS
1698,CZ,2018/1/14,2018-W02,28.9,ERVISS
1697,CZ,2018/1/21,2018-W03,46.5,ERVISS
1696,CZ,2018/1/28,2018-W04,102.1,ERVISS
1695,CZ,2018/2/4,2018-W05,159.9,ERVISS
1694,CZ,2018/2/11,2018-W06,234.9,ERVISS
1693,CZ,2018/2/18,2018-W07,272.6,ERVISS
1692,CZ,2018/2/25,2018-W08,292.3,ERVISS
1691,CZ,2018/3/4,2018-W09,278.3,ERVISS
1690,CZ,2018/3/11,2018-W10,248.7,ERVISS
1689,CZ,2018/3/18,2018-W11,199.6,ERVISS
1688,CZ,2018/3/25,2018-W12,116.5,ERVISS
1687,CZ,2018/4/1,2018-W13,60.0,ERVISS
1686,CZ,2018/4/8,2018-W14,39.4,ERVISS
1660,CZ,2018/10/7,2018-W40,12.8,ERVISS
1659,CZ,2018/10/14,2018-W41,11.6,ERVISS
1658,CZ,2018/10/21,2018-W42,13.0,ERVISS
1657,CZ,2018/10/28,2018-W43,13.8,ERVISS
1656,CZ,2018/11/4,2018-W44,14.1,ERVISS
1655,CZ,2018/11/11,2018-W45,16.2,ERVISS
1654,CZ,2018/11/18,2018-W46,15.9,ERVISS
1653,CZ,2018/11/25,2018-W47,18.1,ERVISS
1652,CZ,2018/12/2,2018-W48,20.6,ERVISS
1651,CZ,2018/12/9,2018-W49,19.7,ERVISS
1650,CZ,2018/12/16,2018-W50,23.0,ERVISS
1649,CZ,2018/12/23,2018-W51,22.9,ERVISS
1648,CZ,2018/12/30,2018-W52,9.0,ERVISS
1647,CZ,2019/1/6,2019-W01,16.7,ERVISS
1646,CZ,2019/1/13,2019-W02,27.3,ERVISS
1645,CZ,2019/1/20,2019-W03,34.2,ERVISS
1644,CZ,2019/1/27,2019-W04,72.2,ERVISS
1643,CZ,2019/2/3,2019-W05,140.9,ERVISS
1642,CZ,2019/2/10,2019-W06,173.8,ERVISS
1641,CZ,2019/2/17,2019-W07,177.9,ERVISS
1640,CZ,2019/2/24,2019-W08,143.3,ERVISS
1639,CZ,2019/3/3,2019-W09,88.2,ERVISS
1638,CZ,2019/3/10,2019-W10,57.1,ERVISS
1637,CZ,2019/3/17,2019-W11,34.8,ERVISS
1636,CZ,2019/3/24,2019-W12,24.8,ERVISS
1635,CZ,2019/3/31,2019-W13,17.7,ERVISS
1634,CZ,2019/4/7,2019-W14,13.5,ERVISS
1399,CZ,2023/10/8,2023-W40,10.2,ERVISS
1398,CZ,2023/10/15,2023-W41,11.9,ERVISS
1397,CZ,2023/10/22,2023-W42,13.8,ERVISS
1396,CZ,2023/10/29,2023-W43,14.0,ERVISS
1395,CZ,2023/11/5,2023-W44,14.9,ERVISS
1394,CZ,2023/11/12,2023-W45,17.4,ERVISS
1393,CZ,2023/11/19,2023-W46,12.4,ERVISS
1392,CZ,2023/11/26,2023-W47,22.5,ERVISS
1391,CZ,2023/12/3,2023-W48,27.7,ERVISS
1390,CZ,2023/12/10,2023-W49,36.7,ERVISS
1389,CZ,2023/12/17,2023-W50,41.7,ERVISS
1388,CZ,2023/12/24,2023-W51,42.2,ERVISS
1387,CZ,2023/12/31,2023-W52,29.3,ERVISS
1386,CZ,2024/1/7,2024-W01,40.3,ERVISS
1385,CZ,2024/1/14,2024-W02,43.5,ERVISS
1384,CZ,2024/1/21,2024-W03,68.4,ERVISS
1383,CZ,2024/1/28,2024-W04,108.8,ERVISS
1382,CZ,2024/2/4,2024-W05,176.9,ERVISS
1381,CZ,2024/2/11,2024-W06,182.7,ERVISS
1380,CZ,2024/2/18,2024-W07,152.2,ERVISS
1379,CZ,2024/2/25,2024-W08,103.4,ERVISS
1378,CZ,2024/3/3,2024-W09,71.4,ERVISS
1377,CZ,2024/3/10,2024-W10,46.1,ERVISS
1376,CZ,2024/3/17,2024-W11,33.5,ERVISS
1375,CZ,2024/3/24,2024-W12,24.9,ERVISS
1374,CZ,2024/3/31,2024-W13,17.2,ERVISS
1373,CZ,2024/4/7,2024-W14,17.7,ERVISS
2173,DK,2017/10/8,2017-W40,14.7,ERVISS
2172,DK,2017/10/15,2017-W41,11.6,ERVISS
2171,DK,2017/10/22,2017-W42,15.8,ERVISS
2170,DK,2017/10/29,2017-W43,10.0,ERVISS
2169,DK,2017/11/5,2017-W44,17.1,ERVISS
2168,DK,2017/11/12,2017-W45,28.7,ERVISS
2167,DK,2017/11/19,2017-W46,26.2,ERVISS
2166,DK,2017/11/26,2017-W47,27.4,ERVISS
2165,DK,2017/12/3,2017-W48,17.2,ERVISS
2164,DK,2017/12/10,2017-W49,30.1,ERVISS
2163,DK,2017/12/17,2017-W50,53.8,ERVISS
2162,DK,2017/12/24,2017-W51,33.5,ERVISS
2161,DK,2017/12/31,2017-W52,70.1,ERVISS
2160,DK,2018/1/7,2018-W01,57.1,ERVISS
2159,DK,2018/1/14,2018-W02,47.1,ERVISS
2158,DK,2018/1/21,2018-W03,54.6,ERVISS
2157,DK,2018/1/28,2018-W04,80.0,ERVISS
2156,DK,2018/2/4,2018-W05,156.1,ERVISS
2155,DK,2018/2/11,2018-W06,189.3,ERVISS
2154,DK,2018/2/18,2018-W07,306.7,ERVISS
2153,DK,2018/2/25,2018-W08,245.7,ERVISS
2152,DK,2018/3/4,2018-W09,172.3,ERVISS
2151,DK,2018/3/11,2018-W10,220.4,ERVISS
2150,DK,2018/3/18,2018-W11,208.0,ERVISS
2149,DK,2018/3/25,2018-W12,140.3,ERVISS
2148,DK,2018/4/1,2018-W13,147.3,ERVISS
2147,DK,2018/4/8,2018-W14,39.1,ERVISS
2140,DK,2018/10/7,2018-W40,16.5,ERVISS
2139,DK,2018/10/14,2018-W41,17.6,ERVISS
2138,DK,2018/10/21,2018-W42,18.9,ERVISS
2137,DK,2018/10/28,2018-W43,19.4,ERVISS
2136,DK,2018/11/4,2018-W44,14.5,ERVISS
2135,DK,2018/11/11,2018-W45,17.9,ERVISS
2134,DK,2018/11/18,2018-W46,16.1,ERVISS
2133,DK,2018/11/25,2018-W47,21.5,ERVISS
2132,DK,2018/12/2,2018-W48,24.9,ERVISS
2131,DK,2018/12/9,2018-W49,36.7,ERVISS
2130,DK,2018/12/16,2018-W50,26.0,ERVISS
2129,DK,2018/12/23,2018-W51,11.9,ERVISS
2128,DK,2018/12/30,2018-W52,9.9,ERVISS
2127,DK,2019/1/6,2019-W01,32.6,ERVISS
2126,DK,2019/1/13,2019-W02,39.8,ERVISS
2125,DK,2019/1/20,2019-W03,58.1,ERVISS
2124,DK,2019/1/27,2019-W04,72.0,ERVISS
2123,DK,2019/2/3,2019-W05,122.7,ERVISS
2122,DK,2019/2/10,2019-W06,130.7,ERVISS
2121,DK,2019/2/17,2019-W07,138.5,ERVISS
2120,DK,2019/2/24,2019-W08,96.1,ERVISS
2119,DK,2019/3/3,2019-W09,66.9,ERVISS
2118,DK,2019/3/10,2019-W10,55.2,ERVISS
2117,DK,2019/3/17,2019-W11,27.0,ERVISS
2116,DK,2019/3/24,2019-W12,39.4,ERVISS
2115,DK,2019/3/31,2019-W13,22.6,ERVISS
2114,DK,2019/4/7,2019-W14,14.1,ERVISS
1920,DK,2023/10/8,2023-W40,93.5,ERVISS
1919,DK,2023/10/15,2023-W41,95.2,ERVISS
1918,DK,2023/10/22,2023-W42,93.8,ERVISS
1917,DK,2023/10/29,2023-W43,123.7,ERVISS
1916,DK,2023/11/5,2023-W44,138.0,ERVISS
1915,DK,2023/11/12,2023-W45,158.0,ERVISS
1914,DK,2023/11/19,2023-W46,139.7,ERVISS
1913,DK,2023/11/26,2023-W47,173.7,ERVISS
1912,DK,2023/12/3,2023-W48,200.2,ERVISS
1911,DK,2023/12/10,2023-W49,230.5,ERVISS
1910,DK,2023/12/17,2023-W50,244.0,ERVISS
1909,DK,2023/12/24,2023-W51,214.0,ERVISS
1908,DK,2023/12/31,2023-W52,197.1,ERVISS
1907,DK,2024/1/7,2024-W01,179.0,ERVISS
1906,DK,2024/1/14,2024-W02,203.9,ERVISS
1905,DK,2024/1/21,2024-W03,172.4,ERVISS
1904,DK,2024/1/28,2024-W04,204.7,ERVISS
1903,DK,2024/2/4,2024-W05,171.6,ERVISS
1902,DK,2024/2/11,2024-W06,181.0,ERVISS
1901,DK,2024/2/18,2024-W07,159.7,ERVISS
1900,DK,2024/2/25,2024-W08,144.6,ERVISS
1899,DK,2024/3/3,2024-W09,148.1,ERVISS
1898,DK,2024/3/10,2024-W10,140.2,ERVISS
1897,DK,2024/3/17,2024-W11,109.2,ERVISS
1896,DK,2024/3/24,2024-W12,123.1,ERVISS
1895,DK,2024/3/31,2024-W13,154.7,ERVISS
1894,DK,2024/4/7,2024-W14,144.6,ERVISS
2628,EE,2017/10/8,2017-W40,58.0,ERVISS
2627,EE,2017/10/15,2017-W41,49.7,ERVISS
2626,EE,2017/10/22,2017-W42,48.5,ERVISS
2625,EE,2017/10/29,2017-W43,51.6,ERVISS
2624,EE,2017/11/5,2017-W44,65.7,ERVISS
2623,EE,2017/11/12,2017-W45,51.6,ERVISS
2622,EE,2017/11/19,2017-W46,66.3,ERVISS
2621,EE,2017/11/26,2017-W47,57.4,ERVISS
2620,EE,2017/12/3,2017-W48,86.1,ERVISS
2619,EE,2017/12/10,2017-W49,48.5,ERVISS
2618,EE,2017/12/17,2017-W50,61.2,ERVISS
2617,EE,2017/12/24,2017-W51,52.9,ERVISS
2616,EE,2017/12/31,2017-W52,75.9,ERVISS
2615,EE,2018/1/7,2018-W01,55.5,ERVISS
2614,EE,2018/1/14,2018-W02,64.4,ERVISS
2613,EE,2018/1/21,2018-W03,68.2,ERVISS
2612,EE,2018/1/28,2018-W04,89.3,ERVISS
2611,EE,2018/2/4,2018-W05,147.3,ERVISS
2610,EE,2018/2/11,2018-W06,168.9,ERVISS
2609,EE,2018/2/18,2018-W07,177.9,ERVISS
2608,EE,2018/2/25,2018-W08,160.7,ERVISS
2607,EE,2018/3/4,2018-W09,167.0,ERVISS
2606,EE,2018/3/11,2018-W10,179.1,ERVISS
2605,EE,2018/3/18,2018-W11,166.4,ERVISS
2604,EE,2018/3/25,2018-W12,123.0,ERVISS
2603,EE,2018/4/1,2018-W13,144.1,ERVISS
2602,EE,2018/4/8,2018-W14,109.7,ERVISS
2576,EE,2018/10/7,2018-W40,59.8,ERVISS
2575,EE,2018/10/14,2018-W41,82.5,ERVISS
2574,EE,2018/10/21,2018-W42,57.5,ERVISS
2573,EE,2018/10/28,2018-W43,56.8,ERVISS
2572,EE,2018/11/4,2018-W44,77.2,ERVISS
2571,EE,2018/11/11,2018-W45,74.2,ERVISS
2570,EE,2018/11/18,2018-W46,62.1,ERVISS
2569,EE,2018/11/25,2018-W47,62.8,ERVISS
2568,EE,2018/12/2,2018-W48,79.5,ERVISS
2567,EE,2018/12/9,2018-W49,68.9,ERVISS
2566,EE,2018/12/16,2018-W50,81.0,ERVISS
2565,EE,2018/12/23,2018-W51,88.6,ERVISS
2564,EE,2018/12/30,2018-W52,79.5,ERVISS
2563,EE,2019/1/6,2019-W01,119.6,ERVISS
2562,EE,2019/1/13,2019-W02,123.4,ERVISS
2561,EE,2019/1/20,2019-W03,134.0,ERVISS
2560,EE,2019/1/27,2019-W04,152.9,ERVISS
2559,EE,2019/2/3,2019-W05,197.6,ERVISS
2558,EE,2019/2/10,2019-W06,202.9,ERVISS
2557,EE,2019/2/17,2019-W07,168.1,ERVISS
2556,EE,2019/2/24,2019-W08,168.1,ERVISS
2555,EE,2019/3/3,2019-W09,145.4,ERVISS
2554,EE,2019/3/10,2019-W10,121.1,ERVISS
2553,EE,2019/3/17,2019-W11,122.6,ERVISS
2552,EE,2019/3/24,2019-W12,90.8,ERVISS
2551,EE,2019/3/31,2019-W13,103.0,ERVISS
2550,EE,2019/4/7,2019-W14,90.1,ERVISS
2317,EE,2023/10/8,2023-W40,170.8,ERVISS
2316,EE,2023/10/15,2023-W41,198.3,ERVISS
2315,EE,2023/10/22,2023-W42,145.1,ERVISS
2314,EE,2023/10/29,2023-W43,194.8,ERVISS
2313,EE,2023/11/5,2023-W44,220.6,ERVISS
2312,EE,2023/11/12,2023-W45,295.3,ERVISS
2311,EE,2023/11/19,2023-W46,309.0,ERVISS
2310,EE,2023/11/26,2023-W47,300.4,ERVISS
2309,EE,2023/12/3,2023-W48,345.1,ERVISS
2308,EE,2023/12/10,2023-W49,339.9,ERVISS
2307,EE,2023/12/17,2023-W50,395.7,ERVISS
2306,EE,2023/12/24,2023-W51,325.3,ERVISS
2305,EE,2023/12/31,2023-W52,306.4,ERVISS
2304,EE,2024/1/7,2024-W01,352.8,ERVISS
2303,EE,2024/1/14,2024-W02,312.4,ERVISS
2302,EE,2024/1/21,2024-W03,295.3,ERVISS
2301,EE,2024/1/28,2024-W04,288.4,ERVISS
2300,EE,2024/2/4,2024-W05,318.4,ERVISS
2299,EE,2024/2/11,2024-W06,293.6,ERVISS
2298,EE,2024/2/18,2024-W07,289.3,ERVISS
2297,EE,2024/2/25,2024-W08,302.1,ERVISS
2296,EE,2024/3/3,2024-W09,271.2,ERVISS
2295,EE,2024/3/10,2024-W10,231.8,ERVISS
2294,EE,2024/3/17,2024-W11,178.5,ERVISS
2293,EE,2024/3/24,2024-W12,218.0,ERVISS
