target,location,truth_date,year_week,season,value,data_source
ILI incidence,HU,2018/12/9,2018-W49,2018-2019,81.7,ERVISS
ILI incidence,HU,2018/12/16,2018-W50,2018-2019,101.5,ERVISS
ILI incidence,HU,2018/12/23,2018-W51,2018-2019,112.8,ERVISS
ILI incidence,HU,2019/1/6,2019-W01,2018-2019,112.0,ERVISS
ILI incidence,HU,2019/1/13,2019-W02,2018-2019,197.1,ERVISS
ILI incidence,HU,2019/1/20,2019-W03,2018-2019,390.2,ERVISS
ILI incidence,HU,2019/1/27,2019-W04,2018-2019,663.8,ERVISS
ILI incidence,HU,2019/2/3,2019-W05,2018-2019,794.1,ERVISS
ILI incidence,HU,2019/2/10,2019-W06,2018-2019,696.0,ERVISS
ILI incidence,HU,2019/2/17,2019-W07,2018-2019,536.4,ERVISS
ILI incidence,HU,2019/2/24,2019-W08,2018-2019,346.9,ERVISS
ILI incidence,HU,2019/3/3,2019-W09,2018-2019,218.0,ERVISS
ILI incidence,HU,2019/3/10,2019-W10,2018-2019,141.3,ERVISS
ILI incidence,HU,2019/3/17,2019-W11,2018-2019,73.7,ERVISS
ILI incidence,HU,2019/3/24,2019-W12,2018-2019,58.1,ERVISS
ILI incidence,HU,2019/3/31,2019-W13,2018-2019,39.7,ERVISS
ILI incidence,IE,2017/10/22,2017-W42,2017-2018,7.1,ERVISS
ILI incidence,IE,2017/10/29,2017-W43,2017-2018,5.2,ERVISS
ILI incidence,IE,2017/11/5,2017-W44,2017-2018,3.4,ERVISS
ILI incidence,IE,2017/11/12,2017-W45,2017-2018,7.5,ERVISS
ILI incidence,IE,2017/11/19,2017-W46,2017-2018,7.8,ERVISS
ILI incidence,IE,2017/11/26,2017-W47,2017-2018,5.1,ERVISS
ILI incidence,IE,2017/12/3,2017-W48,2017-2018,7.5,ERVISS
ILI incidence,IE,2017/12/10,2017-W49,2017-2018,7.1,ERVISS
ILI incidence,IE,2017/12/17,2017-W50,2017-2018,18.9,ERVISS
ILI incidence,IE,2017/12/24,2017-W51,2017-2018,25.9,ERVISS
ILI incidence,IE,2017/12/31,2017-W52,2017-2018,29.3,ERVISS
ILI incidence,IE,2018/1/7,2018-W01,2017-2018,94.8,ERVISS
ILI incidence,IE,2018/1/14,2018-W02,2017-2018,97.1,ERVISS
ILI incidence,IE,2018/1/21,2018-W03,2017-2018,100.8,ERVISS
ILI incidence,IE,2018/1/28,2018-W04,2017-2018,89.0,ERVISS
ILI incidence,IE,2018/2/4,2018-W05,2017-2018,72.9,ERVISS
ILI incidence,IE,2018/2/11,2018-W06,2017-2018,63.9,ERVISS
ILI incidence,IE,2018/2/18,2018-W07,2017-2018,63.6,ERVISS
ILI incidence,IE,2018/2/25,2018-W08,2017-2018,41.2,ERVISS
ILI incidence,IE,2018/3/4,2018-W09,2017-2018,29.0,ERVISS
ILI incidence,IE,2018/3/11,2018-W10,2017-2018,31.7,ERVISS
ILI incidence,IE,2018/3/18,2018-W11,2017-2018,16.8,ERVISS
ILI incidence,IE,2018/3/25,2018-W12,2017-2018,13.8,ERVISS
ILI incidence,IE,2018/4/1,2018-W13,2017-2018,12.9,ERVISS
ILI incidence,IE,2018/4/8,2018-W14,2017-2018,4.1,ERVISS
ILI incidence,IE,2018/10/21,2018-W42,2018-2019,3.2,ERVISS
ILI incidence,IE,2018/10/28,2018-W43,2018-2019,4.4,ERVISS
ILI incidence,IE,2018/11/4,2018-W44,2018-2019,5.9,ERVISS
ILI incidence,IE,2018/11/11,2018-W45,2018-2019,4.0,ERVISS
ILI incidence,IE,2018/11/18,2018-W46,2018-2019,4.8,ERVISS
ILI incidence,IE,2018/11/25,2018-W47,2018-2019,3.6,ERVISS
ILI incidence,IE,2018/12/2,2018-W48,2018-2019,5.0,ERVISS
ILI incidence,IE,2018/12/9,2018-W49,2018-2019,8.6,ERVISS
ILI incidence,IE,2018/12/16,2018-W50,2018-2019,9.1,ERVISS
ILI incidence,IE,2018/12/23,2018-W51,2018-2019,11.7,ERVISS
ILI incidence,IE,2018/12/30,2018-W52,2018-2019,10.6,ERVISS
ILI incidence,IE,2019/1/6,2019-W01,2018-2019,32.8,ERVISS
ILI incidence,IE,2019/1/13,2019-W02,2018-2019,52.1,ERVISS
ILI incidence,IE,2019/1/20,2019-W03,2018-2019,43.1,ERVISS
ILI incidence,IE,2019/1/27,2019-W04,2018-2019,41.4,ERVISS
ILI incidence,IE,2019/2/3,2019-W05,2018-2019,53.2,ERVISS
ILI incidence,IE,2019/2/10,2019-W06,2018-2019,51.9,ERVISS
ILI incidence,IE,2019/2/17,2019-W07,2018-2019,43.4,ERVISS
ILI incidence,IE,2019/2/24,2019-W08,2018-2019,26.9,ERVISS
ILI incidence,IE,2019/3/3,2019-W09,2018-2019,14.5,ERVISS
ILI incidence,IE,2019/3/10,2019-W10,2018-2019,14.3,ERVISS
ILI incidence,IE,2019/3/17,2019-W11,2018-2019,14.5,ERVISS
ILI incidence,IE,2019/3/24,2019-W12,2018-2019,10.7,ERVISS
ILI incidence,IE,2019/3/31,2019-W13,2018-2019,4.3,ERVISS
ILI incidence,IE,2019/4/7,2019-W14,2018-2019,10.4,ERVISS
ILI incidence,IS,2017/10/22,2017-W42,2017-2018,3.3,ERVISS
ILI incidence,IS,2017/10/29,2017-W43,2017-2018,0.9,ERVISS
ILI incidence,IS,2017/11/5,2017-W44,2017-2018,1.8,ERVISS
ILI incidence,IS,2017/11/12,2017-W45,2017-2018,2.1,ERVISS
ILI incidence,IS,2017/11/19,2017-W46,2017-2018,2.4,ERVISS
ILI incidence,IS,2017/11/26,2017-W47,2017-2018,3.3,ERVISS
ILI incidence,IS,2017/12/3,2017-W48,2017-2018,4.4,ERVISS
ILI incidence,IS,2017/12/10,2017-W49,2017-2018,5.9,ERVISS
ILI incidence,IS,2017/12/17,2017-W50,2017-2018,8.0,ERVISS
ILI incidence,IS,2017/12/24,2017-W51,2017-2018,10.6,ERVISS
ILI incidence,IS,2017/12/31,2017-W52,2017-2018,18.3,ERVISS
ILI incidence,IS,2018/1/7,2018-W01,2017-2018,38.4,ERVISS
ILI incidence,IS,2018/1/14,2018-W02,2017-2018,51.1,ERVISS
ILI incidence,IS,2018/1/21,2018-W03,2017-2018,55.6,ERVISS
ILI incidence,IS,2018/1/28,2018-W04,2017-2018,23.3,ERVISS
ILI incidence,IS,2018/2/4,2018-W05,2017-2018,97.2,ERVISS
ILI incidence,IS,2018/2/11,2018-W06,2017-2018,107.3,ERVISS
ILI incidence,IS,2018/2/18,2018-W07,2017-2018,85.1,ERVISS
ILI incidence,IS,2018/2/25,2018-W08,2017-2018,83.6,ERVISS
ILI incidence,IS,2018/3/4,2018-W09,2017-2018,68.3,ERVISS
ILI incidence,IS,2018/3/11,2018-W10,2017-2018,49.9,ERVISS
ILI incidence,IS,2018/3/18,2018-W11,2017-2018,55.0,ERVISS
ILI incidence,IS,2018/3/25,2018-W12,2017-2018,36.1,ERVISS
ILI incidence,IS,2018/4/1,2018-W13,2017-2018,19.5,ERVISS
ILI incidence,IS,2018/4/8,2018-W14,2017-2018,16.3,ERVISS
ILI incidence,IS,2018/10/21,2018-W42,2018-2019,0.9,ERVISS
ILI incidence,IS,2018/10/28,2018-W43,2018-2019,2.6,ERVISS
ILI incidence,IS,2018/11/4,2018-W44,2018-2019,2.0,ERVISS
ILI incidence,IS,2018/11/11,2018-W45,2018-2019,7.5,ERVISS
ILI incidence,IS,2018/11/18,2018-W46,2018-2019,3.2,ERVISS
ILI incidence,IS,2018/11/25,2018-W47,2018-2019,2.3,ERVISS
ILI incidence,IS,2018/12/2,2018-W48,2018-2019,3.7,ERVISS
ILI incidence,IS,2018/12/9,2018-W49,2018-2019,4.6,ERVISS
ILI incidence,IS,2018/12/16,2018-W50,2018-2019,11.2,ERVISS
ILI incidence,IS,2018/12/23,2018-W51,2018-2019,8.9,ERVISS
ILI incidence,IS,2018/12/30,2018-W52,2018-2019,14.1,ERVISS
ILI incidence,IS,2019/1/6,2019-W01,2018-2019,7.4,ERVISS
ILI incidence,IS,2019/1/13,2019-W02,2018-2019,16.6,ERVISS
ILI incidence,IS,2019/1/20,2019-W03,2018-2019,12.9,ERVISS
ILI incidence,IS,2019/1/27,2019-W04,2018-2019,23.5,ERVISS
ILI incidence,IS,2019/2/3,2019-W05,2018-2019,33.0,ERVISS
ILI incidence,IS,2019/2/10,2019-W06,2018-2019,43.9,ERVISS
ILI incidence,IS,2019/2/17,2019-W07,2018-2019,62.0,ERVISS
ILI incidence,IS,2019/2/24,2019-W08,2018-2019,47.9,ERVISS
ILI incidence,IS,2019/3/3,2019-W09,2018-2019,41.6,ERVISS
ILI incidence,IS,2019/3/10,2019-W10,2018-2019,36.7,ERVISS
ILI incidence,IS,2019/3/31,2019-W13,2018-2019,20.4,ERVISS
ILI incidence,IS,2019/4/7,2019-W14,2018-2019,17.8,ERVISS
ILI incidence,IT,2017/10/22,2017-W42,2017-2018,89.1,ERVISS
ILI incidence,IT,2017/10/29,2017-W43,2017-2018,85.1,ERVISS
ILI incidence,IT,2017/11/5,2017-W44,2017-2018,94.6,ERVISS
ILI incidence,IT,2017/11/12,2017-W45,2017-2018,123.9,ERVISS
ILI incidence,IT,2017/11/19,2017-W46,2017-2018,159.8,ERVISS
ILI incidence,IT,2017/11/26,2017-W47,2017-2018,185.2,ERVISS
ILI incidence,IT,2017/12/3,2017-W48,2017-2018,238.0,ERVISS
ILI incidence,IT,2017/12/10,2017-W49,2017-2018,311.4,ERVISS
ILI incidence,IT,2017/12/17,2017-W50,2017-2018,473.8,ERVISS
ILI incidence,IT,2017/12/24,2017-W51,2017-2018,720.7,ERVISS
ILI incidence,IT,2017/12/31,2017-W52,2017-2018,1145.5,ERVISS
ILI incidence,IT,2018/1/7,2018-W01,2017-2018,1379.6,ERVISS
ILI incidence,IT,2018/1/14,2018-W02,2017-2018,1472.7,ERVISS
ILI incidence,IT,2018/1/21,2018-W03,2017-2018,1387.3,ERVISS
ILI incidence,IT,2018/1/28,2018-W04,2017-2018,1268.9,ERVISS
ILI incidence,IT,2018/2/4,2018-W05,2017-2018,1072.2,ERVISS
ILI incidence,IT,2018/2/11,2018-W06,2017-2018,896.5,ERVISS
ILI incidence,IT,2018/2/18,2018-W07,2017-2018,712.1,ERVISS
ILI incidence,IT,2018/2/25,2018-W08,2017-2018,624.1,ERVISS
ILI incidence,IT,2018/3/4,2018-W09,2017-2018,474.4,ERVISS
ILI incidence,IT,2018/3/11,2018-W10,2017-2018,362.3,ERVISS
ILI incidence,IT,2018/3/18,2018-W11,2017-2018,262.7,ERVISS
ILI incidence,IT,2018/3/25,2018-W12,2017-2018,215.2,ERVISS
ILI incidence,IT,2018/4/1,2018-W13,2017-2018,172.6,ERVISS
ILI incidence,IT,2018/4/8,2018-W14,2017-2018,132.1,ERVISS
ILI incidence,IT,2018/10/21,2018-W42,2018-2019,78.6,ERVISS
ILI incidence,IT,2018/10/28,2018-W43,2018-2019,94.5,ERVISS
ILI incidence,IT,2018/11/4,2018-W44,2018-2019,100.7,ERVISS
ILI incidence,IT,2018/11/11,2018-W45,2018-2019,146.9,ERVISS
ILI incidence,IT,2018/11/18,2018-W46,2018-2019,177.7,ERVISS
ILI incidence,IT,2018/11/25,2018-W47,2018-2019,213.6,ERVISS
ILI incidence,IT,2018/12/2,2018-W48,2018-2019,238.2,ERVISS
ILI incidence,IT,2018/12/9,2018-W49,2018-2019,275.4,ERVISS
ILI incidence,IT,2018/12/16,2018-W50,2018-2019,331.3,ERVISS
ILI incidence,IT,2018/12/23,2018-W51,2018-2019,370.9,ERVISS
ILI incidence,IT,2018/12/30,2018-W52,2018-2019,426.6,ERVISS
ILI incidence,IT,2019/1/6,2019-W01,2018-2019,572.1,ERVISS
ILI incidence,IT,2019/1/13,2019-W02,2018-2019,762.6,ERVISS
ILI incidence,IT,2019/1/20,2019-W03,2018-2019,1002.5,ERVISS
ILI incidence,IT,2019/1/27,2019-W04,2018-2019,1245.6,ERVISS
ILI incidence,IT,2019/2/3,2019-W05,2018-2019,1402.5,ERVISS
ILI incidence,IT,2019/2/10,2019-W06,2018-2019,1322.8,ERVISS
ILI incidence,IT,2019/2/17,2019-W07,2018-2019,1116.1,ERVISS
ILI incidence,IT,2019/2/24,2019-W08,2018-2019,900.1,ERVISS
ILI incidence,IT,2019/3/3,2019-W09,2018-2019,655.2,ERVISS
ILI incidence,IT,2019/3/10,2019-W10,2018-2019,475.3,ERVISS
ILI incidence,IT,2019/3/17,2019-W11,2018-2019,366.2,ERVISS
ILI incidence,IT,2019/3/24,2019-W12,2018-2019,286.7,ERVISS
ILI incidence,IT,2019/3/31,2019-W13,2018-2019,234.8,ERVISS
ILI incidence,IT,2019/4/7,2019-W14,2018-2019,191.6,ERVISS
ILI incidence,LT,2017/10/22,2017-W42,2017-2018,1.2,ERVISS
ILI incidence,LT,2017/10/29,2017-W43,2017-2018,0.7,ERVISS
ILI incidence,LT,2017/11/5,2017-W44,2017-2018,0.9,ERVISS
ILI incidence,LT,2017/11/12,2017-W45,2017-2018,0.6,ERVISS
ILI incidence,LT,2017/11/19,2017-W46,2017-2018,1.5,ERVISS
ILI incidence,LT,2017/11/26,2017-W47,2017-2018,1.4,ERVISS
ILI incidence,LT,2017/12/3,2017-W48,2017-2018,1.4,ERVISS
ILI incidence,LT,2017/12/10,2017-W49,2017-2018,2.4,ERVISS
ILI incidence,LT,2017/12/17,2017-W50,2017-2018,3.2,ERVISS
ILI incidence,LT,2017/12/24,2017-W51,2017-2018,3.5,ERVISS
ILI incidence,LT,2017/12/31,2017-W52,2017-2018,3.3,ERVISS
ILI incidence,LT,2018/1/7,2018-W01,2017-2018,6.0,ERVISS
ILI incidence,LT,2018/1/14,2018-W02,2017-2018,12.3,ERVISS
ILI incidence,LT,2018/1/21,2018-W03,2017-2018,34.2,ERVISS
ILI incidence,LT,2018/1/28,2018-W04,2017-2018,120.7,ERVISS
ILI incidence,LT,2018/2/4,2018-W05,2017-2018,292.7,ERVISS
ILI incidence,LT,2018/2/11,2018-W06,2017-2018,386.5,ERVISS
ILI incidence,LT,2018/2/18,2018-W07,2017-2018,338.8,ERVISS
ILI incidence,LT,2018/2/25,2018-W08,2017-2018,298.1,ERVISS
ILI incidence,LT,2018/3/4,2018-W09,2017-2018,189.4,ERVISS
ILI incidence,LT,2018/3/11,2018-W10,2017-2018,144.7,ERVISS
ILI incidence,LT,2018/3/18,2018-W11,2017-2018,97.5,ERVISS
ILI incidence,LT,2018/3/25,2018-W12,2017-2018,55.5,ERVISS
ILI incidence,LT,2018/4/1,2018-W13,2017-2018,30.4,ERVISS
ILI incidence,LT,2018/4/8,2018-W14,2017-2018,15.5,ERVISS
ILI incidence,LT,2018/10/21,2018-W42,2018-2019,0.9,ERVISS
ILI incidence,LT,2018/10/28,2018-W43,2018-2019,1.1,ERVISS
ILI incidence,LT,2018/11/4,2018-W44,2018-2019,1.0,ERVISS
ILI incidence,LT,2018/11/11,2018-W45,2018-2019,1.2,ERVISS
ILI incidence,LT,2018/11/18,2018-W46,2018-2019,1.8,ERVISS
ILI incidence,LT,2018/11/25,2018-W47,2018-2019,1.9,ERVISS
ILI incidence,LT,2018/12/2,2018-W48,2018-2019,4.8,ERVISS
ILI incidence,LT,2018/12/9,2018-W49,2018-2019,5.8,ERVISS
ILI incidence,LT,2018/12/16,2018-W50,2018-2019,8.1,ERVISS
ILI incidence,LT,2018/12/23,2018-W51,2018-2019,13.5,ERVISS
ILI incidence,LT,2018/12/30,2018-W52,2018-2019,15.3,ERVISS
ILI incidence,LT,2019/1/6,2019-W01,2018-2019,27.6,ERVISS
ILI incidence,LT,2019/1/13,2019-W02,2018-2019,62.0,ERVISS
ILI incidence,LT,2019/1/20,2019-W03,2018-2019,138.4,ERVISS
ILI incidence,LT,2019/1/27,2019-W04,2018-2019,249.2,ERVISS
ILI incidence,LT,2019/2/3,2019-W05,2018-2019,394.8,ERVISS
ILI incidence,LT,2019/2/10,2019-W06,2018-2019,369.2,ERVISS
ILI incidence,LT,2019/2/17,2019-W07,2018-2019,240.2,ERVISS
ILI incidence,LT,2019/2/24,2019-W08,2018-2019,112.7,ERVISS
ILI incidence,LT,2019/3/3,2019-W09,2018-2019,58.9,ERVISS
ILI incidence,LT,2019/3/10,2019-W10,2018-2019,31.4,ERVISS
ILI incidence,LT,2019/3/17,2019-W11,2018-2019,15.0,ERVISS
ILI incidence,LT,2019/3/24,2019-W12,2018-2019,8.1,ERVISS
ILI incidence,LT,2019/3/31,2019-W13,2018-2019,4.4,ERVISS
ILI incidence,LT,2019/4/7,2019-W14,2018-2019,2.8,ERVISS
ILI incidence,LU,2017/10/22,2017-W42,2017-2018,400.0,ERVISS
ILI incidence,LU,2017/10/29,2017-W43,2017-2018,400.0,ERVISS
ILI incidence,LU,2017/11/5,2017-W44,2017-2018,1800.0,ERVISS
ILI incidence,LU,2017/11/12,2017-W45,2017-2018,0.0,ERVISS
ILI incidence,LU,2017/11/19,2017-W46,2017-2018,0.0,ERVISS
ILI incidence,LU,2017/11/26,2017-W47,2017-2018,0.0,ERVISS
ILI incidence,LU,2017/12/3,2017-W48,2017-2018,300.0,ERVISS
ILI incidence,LU,2017/12/10,2017-W49,2017-2018,300.0,ERVISS
ILI incidence,LU,2017/12/17,2017-W50,2017-2018,800.0,ERVISS
ILI incidence,LU,2017/12/24,2017-W51,2017-2018,400.0,ERVISS
ILI incidence,LU,2018/1/7,2018-W01,2017-2018,1400.0,ERVISS
ILI incidence,LU,2018/1/14,2018-W02,2017-2018,4800.0,ERVISS
ILI incidence,LU,2018/1/21,2018-W03,2017-2018,6400.0,ERVISS
ILI incidence,LU,2018/1/28,2018-W04,2017-2018,13100.0,ERVISS
ILI incidence,LU,2018/2/4,2018-W05,2017-2018,8700.0,ERVISS
ILI incidence,LU,2018/2/11,2018-W06,2017-2018,8600.0,ERVISS
ILI incidence,LU,2018/2/18,2018-W07,2017-2018,9300.0,ERVISS
ILI incidence,LU,2018/2/25,2018-W08,2017-2018,10000.0,ERVISS
ILI incidence,LU,2018/3/4,2018-W09,2017-2018,8700.0,ERVISS
ILI incidence,LU,2018/3/11,2018-W10,2017-2018,7800.0,ERVISS
ILI incidence,LU,2018/3/18,2018-W11,2017-2018,8800.0,ERVISS
ILI incidence,LU,2018/3/25,2018-W12,2017-2018,3900.0,ERVISS
ILI incidence,LU,2018/4/1,2018-W13,2017-2018,3900.0,ERVISS
ILI incidence,LU,2018/4/8,2018-W14,2017-2018,1400.0,ERVISS
ILI incidence,LU,2018/10/21,2018-W42,2018-2019,200.0,ERVISS
ILI incidence,LU,2018/10/28,2018-W43,2018-2019,0.0,ERVISS
ILI incidence,LU,2018/11/4,2018-W44,2018-2019,0.0,ERVISS
ILI incidence,LU,2018/11/11,2018-W45,2018-2019,200.0,ERVISS
ILI incidence,LU,2018/11/18,2018-W46,2018-2019,500.0,ERVISS
ILI incidence,LU,2018/11/25,2018-W47,2018-2019,1000.0,ERVISS
ILI incidence,LU,2018/12/2,2018-W48,2018-2019,0.0,ERVISS
ILI incidence,LU,2018/12/9,2018-W49,2018-2019,1800.0,ERVISS
ILI incidence,LU,2018/12/16,2018-W50,2018-2019,1500.0,ERVISS
ILI incidence,LU,2018/12/23,2018-W51,2018-2019,2500.0,ERVISS
ILI incidence,LU,2018/12/30,2018-W52,2018-2019,0.0,ERVISS
ILI incidence,LU,2019/1/6,2019-W01,2018-2019,800.0,ERVISS
ILI incidence,LU,2019/1/13,2019-W02,2018-2019,3600.0,ERVISS
ILI incidence,LU,2019/1/20,2019-W03,2018-2019,1600.0,ERVISS
ILI incidence,LU,2019/1/27,2019-W04,2018-2019,4300.0,ERVISS
ILI incidence,LU,2019/2/3,2019-W05,2018-2019,5600.0,ERVISS
ILI incidence,LU,2019/2/10,2019-W06,2018-2019,7400.0,ERVISS
ILI incidence,LU,2019/2/17,2019-W07,2018-2019,9200.0,ERVISS
ILI incidence,LU,2019/2/24,2019-W08,2018-2019,8900.0,ERVISS
ILI incidence,LU,2019/3/3,2019-W09,2018-2019,2900.0,ERVISS
ILI incidence,LU,2019/3/10,2019-W10,2018-2019,2700.0,ERVISS
ILI incidence,LU,2019/3/17,2019-W11,2018-2019,2700.0,ERVISS
ILI incidence,LU,2019/3/24,2019-W12,2018-2019,2100.0,ERVISS
ILI incidence,LU,2019/3/31,2019-W13,2018-2019,1700.0,ERVISS
ILI incidence,LU,2019/4/7,2019-W14,2018-2019,500.0,ERVISS
ILI incidence,LV,2017/10/22,2017-W42,2017-2018,0.0,ERVISS
ILI incidence,LV,2017/10/29,2017-W43,2017-2018,0.0,ERVISS
ILI incidence,LV,2017/11/5,2017-W44,2017-2018,0.0,ERVISS
ILI incidence,LV,2017/11/12,2017-W45,2017-2018,1.0,ERVISS
ILI incidence,LV,2017/11/19,2017-W46,2017-2018,0.0,ERVISS
ILI incidence,LV,2017/11/26,2017-W47,2017-2018,2.8,ERVISS
ILI incidence,LV,2017/12/3,2017-W48,2017-2018,1.0,ERVISS
ILI incidence,LV,2017/12/10,2017-W49,2017-2018,5.6,ERVISS
ILI incidence,LV,2017/12/17,2017-W50,2017-2018,2.8,ERVISS
ILI incidence,LV,2017/12/24,2017-W51,2017-2018,1.9,ERVISS
ILI incidence,LV,2017/12/31,2017-W52,2017-2018,8.1,ERVISS
ILI incidence,LV,2018/1/7,2018-W01,2017-2018,7.3,ERVISS
ILI incidence,LV,2018/1/14,2018-W02,2017-2018,13.7,ERVISS
ILI incidence,LV,2018/1/21,2018-W03,2017-2018,9.0,ERVISS
ILI incidence,LV,2018/1/28,2018-W04,2017-2018,28.9,ERVISS
ILI incidence,LV,2018/2/4,2018-W05,2017-2018,86.7,ERVISS
ILI incidence,LV,2018/2/11,2018-W06,2017-2018,97.2,ERVISS
ILI incidence,LV,2018/2/18,2018-W07,2017-2018,130.3,ERVISS
ILI incidence,LV,2018/2/25,2018-W08,2017-2018,153.9,ERVISS
ILI incidence,LV,2018/3/4,2018-W09,2017-2018,235.6,ERVISS
ILI incidence,LV,2018/3/11,2018-W10,2017-2018,310.6,ERVISS
ILI incidence,LV,2018/3/18,2018-W11,2017-2018,293.0,ERVISS
ILI incidence,LV,2018/3/25,2018-W12,2017-2018,255.5,ERVISS
ILI incidence,LV,2018/4/1,2018-W13,2017-2018,165.2,ERVISS
ILI incidence,LV,2018/4/8,2018-W14,2017-2018,142.6,ERVISS
ILI incidence,LV,2018/10/21,2018-W42,2018-2019,0.0,ERVISS
ILI incidence,LV,2018/10/28,2018-W43,2018-2019,0.0,ERVISS
ILI incidence,LV,2018/11/4,2018-W44,2018-2019,0.0,ERVISS
ILI incidence,LV,2018/11/11,2018-W45,2018-2019,0.0,ERVISS
ILI incidence,LV,2018/11/18,2018-W46,2018-2019,0.0,ERVISS
ILI incidence,LV,2018/11/25,2018-W47,2018-2019,1.0,ERVISS
ILI incidence,LV,2018/12/2,2018-W48,2018-2019,1.9,ERVISS
ILI incidence,LV,2018/12/9,2018-W49,2018-2019,10.4,ERVISS
ILI incidence,LV,2018/12/16,2018-W50,2018-2019,21.5,ERVISS
ILI incidence,LV,2018/12/23,2018-W51,2018-2019,12.4,ERVISS
ILI incidence,LV,2018/12/30,2018-W52,2018-2019,17.6,ERVISS
ILI incidence,LV,2019/1/6,2019-W01,2018-2019,38.5,ERVISS
ILI incidence,LV,2019/1/13,2019-W02,2018-2019,52.8,ERVISS
ILI incidence,LV,2019/1/20,2019-W03,2018-2019,169.1,ERVISS
ILI incidence,LV,2019/1/27,2019-W04,2018-2019,298.4,ERVISS
ILI incidence,LV,2019/2/3,2019-W05,2018-2019,362.1,ERVISS
ILI incidence,LV,2019/2/10,2019-W06,2018-2019,363.0,ERVISS
ILI incidence,LV,2019/2/17,2019-W07,2018-2019,269.4,ERVISS
ILI incidence,LV,2019/2/24,2019-W08,2018-2019,217.4,ERVISS
ILI incidence,LV,2019/3/3,2019-W09,2018-2019,128.8,ERVISS
ILI incidence,LV,2019/3/10,2019-W10,2018-2019,114.4,ERVISS
ILI incidence,LV,2019/3/17,2019-W11,2018-2019,70.7,ERVISS
ILI incidence,LV,2019/3/24,2019-W12,2018-2019,43.7,ERVISS
ILI incidence,LV,2019/3/31,2019-W13,2018-2019,23.2,ERVISS
ILI incidence,LV,2019/4/7,2019-W14,2018-2019,14.6,ERVISS
ILI incidence,MT,2017/10/22,2017-W42,2017-2018,9700.0,ERVISS
ILI incidence,MT,2017/10/29,2017-W43,2017-2018,7600.0,ERVISS
ILI incidence,MT,2017/11/5,2017-W44,2017-2018,4300.0,ERVISS
ILI incidence,MT,2017/11/12,2017-W45,2017-2018,2600.0,ERVISS
ILI incidence,MT,2017/11/19,2017-W46,2017-2018,8100.0,ERVISS
ILI incidence,MT,2017/11/26,2017-W47,2017-2018,3400.0,ERVISS
ILI incidence,MT,2017/12/3,2017-W48,2017-2018,6100.0,ERVISS
ILI incidence,MT,2017/12/10,2017-W49,2017-2018,8800.0,ERVISS
ILI incidence,MT,2017/12/17,2017-W50,2017-2018,9600.0,ERVISS
ILI incidence,MT,2017/12/24,2017-W51,2017-2018,9200.0,ERVISS
ILI incidence,MT,2017/12/31,2017-W52,2017-2018,16100.0,ERVISS
ILI incidence,MT,2018/1/7,2018-W01,2017-2018,18300.0,ERVISS
ILI incidence,MT,2018/1/14,2018-W02,2017-2018,17800.0,ERVISS
ILI incidence,MT,2018/1/21,2018-W03,2017-2018,13900.0,ERVISS
ILI incidence,MT,2018/1/28,2018-W04,2017-2018,11700.0,ERVISS
ILI incidence,MT,2018/2/4,2018-W05,2017-2018,10900.0,ERVISS
ILI incidence,MT,2018/2/11,2018-W06,2017-2018,11100.0,ERVISS
ILI incidence,MT,2018/2/18,2018-W07,2017-2018,10800.0,ERVISS
ILI incidence,MT,2018/2/25,2018-W08,2017-2018,9000.0,ERVISS
ILI incidence,MT,2018/3/4,2018-W09,2017-2018,11600.0,ERVISS
ILI incidence,MT,2018/3/11,2018-W10,2017-2018,10900.0,ERVISS
ILI incidence,MT,2018/3/18,2018-W11,2017-2018,8300.0,ERVISS
ILI incidence,MT,2018/3/25,2018-W12,2017-2018,6900.0,ERVISS
ILI incidence,MT,2018/4/1,2018-W13,2017-2018,7400.0,ERVISS
ILI incidence,MT,2018/4/8,2018-W14,2017-2018,2500.0,ERVISS
ILI incidence,MT,2018/10/21,2018-W42,2018-2019,4200.0,ERVISS
ILI incidence,MT,2018/10/28,2018-W43,2018-2019,12600.0,ERVISS
ILI incidence,MT,2018/11/4,2018-W44,2018-2019,10100.0,ERVISS
ILI incidence,MT,2018/11/11,2018-W45,2018-2019,5300.0,ERVISS
ILI incidence,MT,2018/11/18,2018-W46,2018-2019,6500.0,ERVISS
ILI incidence,MT,2018/11/25,2018-W47,2018-2019,6600.0,ERVISS
ILI incidence,MT,2018/12/2,2018-W48,2018-2019,10600.0,ERVISS
ILI incidence,MT,2018/12/9,2018-W49,2018-2019,10300.0,ERVISS
ILI incidence,MT,2018/12/16,2018-W50,2018-2019,9000.0,ERVISS
ILI incidence,MT,2018/12/23,2018-W51,2018-2019,9100.0,ERVISS
ILI incidence,MT,2018/12/30,2018-W52,2018-2019,10400.0,ERVISS
ILI incidence,MT,2019/1/6,2019-W01,2018-2019,15200.0,ERVISS
ILI incidence,MT,2019/1/13,2019-W02,2018-2019,15900.0,ERVISS
ILI incidence,MT,2019/1/20,2019-W03,2018-2019,13300.0,ERVISS
ILI incidence,MT,2019/1/27,2019-W04,2018-2019,15500.0,ERVISS
ILI incidence,MT,2019/2/3,2019-W05,2018-2019,14400.0,ERVISS
ILI incidence,MT,2019/2/10,2019-W06,2018-2019,13900.0,ERVISS
ILI incidence,MT,2019/2/17,2019-W07,2018-2019,13400.0,ERVISS
